 Затрудняюсь ответить.|NULL|NULL|Россия|NULL|1|649920452
 Затрудняюсь ответить.|8/8/1993|Абакан|Россия|NULL|1|7855855
 Затрудняюсь ответить.|29/9/1996|Александров|Россия|NULL|1|206142740
 Затрудняюсь ответить.|6/1|Ангарск|Россия|NULL|1|220853371
 Затрудняюсь ответить.|NULL|Апатиты|Россия|NULL|1|145173832
 Затрудняюсь ответить.|5/10/1995|Армавир|Россия|NULL|1|187057902
 Затрудняюсь ответить.|8/2|Артемовский|Россия|NULL|1|122711132
 Затрудняюсь ответить.|NULL|Архангельск|Россия|NULL|1|136390188
 Затрудняюсь ответить.|NULL|Балабаново|Россия|NULL|1|21331835
 Затрудняюсь ответить.|26/2/1993|Балашиха|Россия|NULL|1|179589918
 Затрудняюсь ответить.|21/12/1995|Барнаул|Россия|NULL|1|177785915
 Затрудняюсь ответить.|17/5|Бахчисарай|Россия|NULL|1|298869981
 Затрудняюсь ответить.|NULL|Березники|Россия|NULL|1|180035453
 Затрудняюсь ответить.|28/9/2001|Бийск|Россия|NULL|1|219321131
 Затрудняюсь ответить.|16/4|Бронницы|Россия|NULL|1|44775066
 Затрудняюсь ответить.|1/4|Великий Новгород|Россия|NULL|1|118930115
 Затрудняюсь ответить.|30/8|Великий Новгород|Россия|NULL|1|165845038
 Затрудняюсь ответить.|23/3/1995|Владивосток|Россия|NULL|1|93011047
 Затрудняюсь ответить.|10/8/1996|Волгоград|Россия|NULL|1|125102537
 Затрудняюсь ответить.|21/11|Вологда|Россия|NULL|1|38654279
 Затрудняюсь ответить.|24/1|Вологда|Россия|NULL|1|90919954
 Затрудняюсь ответить.|NULL|Вологда|Россия|NULL|1|234835053
 Затрудняюсь ответить.|18/7|Воронеж|Россия|NULL|1|134300197
 Затрудняюсь ответить.|24/11|Воронеж|Россия|NULL|1|190568268
 Затрудняюсь ответить.|27/1/1994|Воронеж|Россия|NULL|1|66009659
 Затрудняюсь ответить.|11/9|Гаджиево|Россия|NULL|1|18094592
 Затрудняюсь ответить.|17/10/1996|Гатчина|Россия|NULL|1|23104355
 Затрудняюсь ответить.|NULL|Горно-Алтайск|Россия|NULL|1|202464701
 Затрудняюсь ответить.|19/12|Домодедово|Россия|NULL|1|132002268
 Затрудняюсь ответить.|21/7|Дубна|Россия|NULL|1|188963152
 Затрудняюсь ответить.|8/10/1997|Дубна|Россия|NULL|1|146788011
 Затрудняюсь ответить.|9/4/1993|Екатеринбург|Россия|NULL|1|62912122
 Затрудняюсь ответить.|NULL|Екатеринбург|Россия|NULL|1|313113593
 Затрудняюсь ответить.|12/7/1993|Железнодорожный|Россия|NULL|1|55555730
 Затрудняюсь ответить.|23/10/2000|Ивантеевка|Россия|NULL|1|164216952
 Затрудняюсь ответить.|18/6|Ижевск|Россия|NULL|1|150501934
 Затрудняюсь ответить.|20/6/2000|Инта|Россия|NULL|1|81351242
 Затрудняюсь ответить.|15/3/2000|Иркутск|Россия|NULL|1|258112382
 Затрудняюсь ответить.|19/6/1999|Иркутск|Россия|NULL|1|134151028
 Затрудняюсь ответить.|27/2/1997|Иркутск|Россия|NULL|1|164620169
 Затрудняюсь ответить.|28/7|Иркутск|Россия|NULL|1|57002996
 Затрудняюсь ответить.|NULL|Иркутск|Россия|NULL|1|184134426
 Затрудняюсь ответить.|12/6/1996|Ишим|Россия|NULL|1|336283809
 Затрудняюсь ответить.|23/2|Йошкар-Ола|Россия|NULL|1|173920573
 Затрудняюсь ответить.|15/3|Казань|Россия|NULL|1|112105995
 Затрудняюсь ответить.|NULL|Казань|Россия|NULL|1|6697988
 Затрудняюсь ответить.|15/4|Калининград|Россия|NULL|1|61380207
 Затрудняюсь ответить.|19/2|Калининград|Россия|NULL|1|90679750
 Затрудняюсь ответить.|31/1/2001|Калининград|Россия|NULL|1|230372757
 Затрудняюсь ответить.|NULL|Калининград|Россия|NULL|1|154523972
 Затрудняюсь ответить.|9/1/2001|Каменск-Уральский|Россия|NULL|1|237927882
 Затрудняюсь ответить.|12/12/1994|Кимры|Россия|NULL|1|73665112
 Затрудняюсь ответить.|14/3/1988|Киров|Россия|NULL|1|821064
 Затрудняюсь ответить.|18/3/2002|Киров|Россия|NULL|1|304502437
 Затрудняюсь ответить.|17/7|Климовск|Россия|NULL|1|11552377
 Затрудняюсь ответить.|9/1|Козельск|Россия|NULL|1|302703819
 Затрудняюсь ответить.|3/5/2002|Кола|Россия|NULL|1|181115704
 Затрудняюсь ответить.|30/10|Королёв|Россия|NULL|1|58172437
 Затрудняюсь ответить.|5/10|Королёв|Россия|NULL|1|58586471
 Затрудняюсь ответить.|22/6/1991|Кострома|Россия|NULL|1|12211879
 Затрудняюсь ответить.|14/1/1984|Котлас|Россия|NULL|1|182752973
 Затрудняюсь ответить.|8/5|Котлас|Россия|NULL|1|159933808
 Затрудняюсь ответить.|20/5/1999|Красноармейск|Россия|NULL|1|70409696
 Затрудняюсь ответить.|18/10|Краснодар|Россия|NULL|1|253968882
 Затрудняюсь ответить.|18/3|Краснодар|Россия|NULL|1|264340769
 Затрудняюсь ответить.|25/4|Краснодар|Россия|NULL|1|291891748
 Затрудняюсь ответить.|26/5|Краснодар|Россия|NULL|1|105374712
 Затрудняюсь ответить.|27/8|Краснодар|Россия|NULL|1|170191657
 Затрудняюсь ответить.|10/11/1982|Красноярск|Россия|NULL|1|2353834
 Затрудняюсь ответить.|7/11/1991|Красноярск|Россия|NULL|1|20193941
 Затрудняюсь ответить.|9/5|Красноярск|Россия|NULL|1|253309918
 Затрудняюсь ответить.|9/7/1986|Красноярск|Россия|NULL|1|4899142
 Затрудняюсь ответить.|2/10/1994|Кубинка|Россия|NULL|1|31834678
 Затрудняюсь ответить.|2/5|Куровское|Россия|NULL|1|144469590
 Затрудняюсь ответить.|20/3|Липецк|Россия|NULL|1|290076959
 Затрудняюсь ответить.|23/9/2000|Липецк|Россия|NULL|1|252391261
 Затрудняюсь ответить.|26/9|Липецк|Россия|NULL|1|192258206
 Затрудняюсь ответить.|29/11/1989|Луга|Россия|NULL|1|4714052
 Затрудняюсь ответить.|NULL|Махачкала|Россия|NULL|1|153994920
 Затрудняюсь ответить.|20/8/1997|Медвежьегорск|Россия|NULL|1|45972587
 Затрудняюсь ответить.|31/3|Менделеевск|Россия|NULL|1|16148814
 Затрудняюсь ответить.|NULL|Миасс|Россия|NULL|1|73561591
 Затрудняюсь ответить.|1/10/1994|Москва|Россия|NULL|1|205547936
 Затрудняюсь ответить.|1/8/1991|Москва|Россия|NULL|1|2668662
 Затрудняюсь ответить.|10/11|Москва|Россия|NULL|1|145671442
 Затрудняюсь ответить.|10/4/1992|Москва|Россия|NULL|1|5606884
 Затрудняюсь ответить.|10/9|Москва|Россия|NULL|1|301346104
 Затрудняюсь ответить.|11/10/1997|Москва|Россия|NULL|1|162781015
 Затрудняюсь ответить.|11/11/1997|Москва|Россия|NULL|1|174088248
 Затрудняюсь ответить.|11/6|Москва|Россия|NULL|1|36423426
 Затрудняюсь ответить.|12/12|Москва|Россия|NULL|1|53809989
 Затрудняюсь ответить.|12/12/1994|Москва|Россия|NULL|1|9161942
 Затрудняюсь ответить.|13/6|Москва|Россия|NULL|1|232890723
 Затрудняюсь ответить.|14/10/1997|Москва|Россия|NULL|1|253239997
 Затрудняюсь ответить.|14/11/1915|Москва|Россия|NULL|1|155432096
 Затрудняюсь ответить.|14/9|Москва|Россия|NULL|1|61706648
 Затрудняюсь ответить.|15/6|Москва|Россия|NULL|1|171747982
 Затрудняюсь ответить.|16/2/1995|Москва|Россия|NULL|1|8090114
 Затрудняюсь ответить.|16/4|Москва|Россия|NULL|1|234911556
 Затрудняюсь ответить.|17/12|Москва|Россия|NULL|1|303474910
 Затрудняюсь ответить.|17/3|Москва|Россия|NULL|1|54126461
 Затрудняюсь ответить.|18/1|Москва|Россия|NULL|1|242103156
 Затрудняюсь ответить.|18/6|Москва|Россия|NULL|1|432396742
 Затрудняюсь ответить.|19/5|Москва|Россия|NULL|1|91945803
 Затрудняюсь ответить.|19/9|Москва|Россия|NULL|1|205324343
 Затрудняюсь ответить.|2/3|Москва|Россия|NULL|1|289083180
 Затрудняюсь ответить.|20/4/1997|Москва|Россия|NULL|1|81659246
 Затрудняюсь ответить.|21/12/1996|Москва|Россия|NULL|1|18294808
 Затрудняюсь ответить.|21/3|Москва|Россия|NULL|1|191250226
 Затрудняюсь ответить.|21/5|Москва|Россия|NULL|1|220201696
 Затрудняюсь ответить.|22/11/1994|Москва|Россия|NULL|1|58317170
 Затрудняюсь ответить.|22/2|Москва|Россия|NULL|1|185903235
 Затрудняюсь ответить.|22/6/1990|Москва|Россия|NULL|1|38928638
 Затрудняюсь ответить.|23/8|Москва|Россия|NULL|1|3215544
 Затрудняюсь ответить.|24/10|Москва|Россия|NULL|1|180361076
 Затрудняюсь ответить.|24/12/2001|Москва|Россия|NULL|1|188306185
 Затрудняюсь ответить.|25/11|Москва|Россия|NULL|1|53617528
 Затрудняюсь ответить.|25/3|Москва|Россия|NULL|1|3192914
 Затрудняюсь ответить.|25/5|Москва|Россия|NULL|1|9252950
 Затрудняюсь ответить.|25/8/1994|Москва|Россия|NULL|1|5370384
 Затрудняюсь ответить.|26/2|Москва|Россия|NULL|1|195961991
 Затрудняюсь ответить.|27/6|Москва|Россия|NULL|1|96852312
 Затрудняюсь ответить.|28/11/1997|Москва|Россия|NULL|1|315041078
 Затрудняюсь ответить.|29/10/1993|Москва|Россия|NULL|1|26431854
 Затрудняюсь ответить.|3/1|Москва|Россия|NULL|1|250804870
 Затрудняюсь ответить.|3/11/1992|Москва|Россия|NULL|1|4160701
 Затрудняюсь ответить.|3/2|Москва|Россия|NULL|1|39385566
 Затрудняюсь ответить.|3/3/2001|Москва|Россия|NULL|1|307087609
 Затрудняюсь ответить.|30/4/1999|Москва|Россия|NULL|1|150262240
 Затрудняюсь ответить.|4/10/1994|Москва|Россия|NULL|1|33393421
 Затрудняюсь ответить.|4/2/1993|Москва|Россия|NULL|1|234627154
 Затрудняюсь ответить.|4/7|Москва|Россия|NULL|1|446596291
 Затрудняюсь ответить.|4/8/1996|Москва|Россия|NULL|1|214693726
 Затрудняюсь ответить.|5/1|Москва|Россия|NULL|1|86047796
 Затрудняюсь ответить.|5/1/1998|Москва|Россия|NULL|1|162475439
 Затрудняюсь ответить.|5/12|Москва|Россия|NULL|1|235315475
 Затрудняюсь ответить.|6/12/1994|Москва|Россия|NULL|1|8985051
 Затрудняюсь ответить.|6/4|Москва|Россия|NULL|1|288173362
 Затрудняюсь ответить.|6/6/1966|Москва|Россия|NULL|1|315511001
 Затрудняюсь ответить.|6/8/2001|Москва|Россия|NULL|1|325587905
 Затрудняюсь ответить.|8/1|Москва|Россия|NULL|1|206827526
 Затрудняюсь ответить.|8/9|Москва|Россия|NULL|1|104340459
 Затрудняюсь ответить.|8/9/1988|Москва|Россия|NULL|1|2909822
 Затрудняюсь ответить.|9/2/1996|Москва|Россия|NULL|1|37035669
 Затрудняюсь ответить.|9/3/1997|Москва|Россия|NULL|1|205721349
 Затрудняюсь ответить.|NULL|Москва|Россия|NULL|1|2691896167
 Затрудняюсь ответить.|18/1|Мыс Каменный|Россия|NULL|1|325739545
 Затрудняюсь ответить.|19/5/1989|Набережные Челны|Россия|NULL|1|294232919
 Затрудняюсь ответить.|27/11|Набережные Челны|Россия|NULL|1|73355254
 Затрудняюсь ответить.|NULL|Набережные Челны|Россия|NULL|1|409390667
 Затрудняюсь ответить.|16/11/1991|Невинномысск|Россия|NULL|1|83227009
 Затрудняюсь ответить.|10/5/1993|Нижневартовск|Россия|NULL|1|6854498
 Затрудняюсь ответить.|14/1|Нижний Новгород|Россия|NULL|1|117780871
 Затрудняюсь ответить.|15/3|Нижний Новгород|Россия|NULL|1|137305847
 Затрудняюсь ответить.|17/6|Нижний Новгород|Россия|NULL|1|91128349
 Затрудняюсь ответить.|6/12|Нижний Новгород|Россия|NULL|1|96034944
 Затрудняюсь ответить.|2/4|Нижний Тагил|Россия|NULL|1|249389038
 Затрудняюсь ответить.|7/7/2000|Нижний Тагил|Россия|NULL|1|148663542
 Затрудняюсь ответить.|11/7/1998|Новокузнецк|Россия|NULL|1|136703400
 Затрудняюсь ответить.|8/5/1996|Новомосковск|Россия|NULL|1|57083112
 Затрудняюсь ответить.|NULL|Новороссийск|Россия|NULL|1|74328140
 Затрудняюсь ответить.|27/7|Новосибирск|Россия|NULL|1|98052779
 Затрудняюсь ответить.|28/9/1999|Новосибирск|Россия|NULL|1|94294629
 Затрудняюсь ответить.|7/5/1998|Новосибирск|Россия|NULL|1|195347912
 Затрудняюсь ответить.|NULL|Новосибирск|Россия|NULL|1|140941226
 Затрудняюсь ответить.|23/3/1996|Озерск|Россия|NULL|1|55941921
 Затрудняюсь ответить.|29/11/1991|Омск|Россия|NULL|1|101615132
 Затрудняюсь ответить.|1/2/1994|Орёл|Россия|NULL|1|60419826
 Затрудняюсь ответить.|20/12|Орск|Россия|NULL|1|193302801
 Затрудняюсь ответить.|22/3/1994|Пенза|Россия|NULL|1|34848766
 Затрудняюсь ответить.|14/3/1996|Пермь|Россия|NULL|1|182815928
 Затрудняюсь ответить.|15/5|Пермь|Россия|NULL|1|28488858
 Затрудняюсь ответить.|19/12|Пермь|Россия|NULL|1|103467029
 Затрудняюсь ответить.|22/8|Пермь|Россия|NULL|1|145541156
 Затрудняюсь ответить.|25/4|Пермь|Россия|NULL|1|194256657
 Затрудняюсь ответить.|27/8|Пермь|Россия|NULL|1|238524538
 Затрудняюсь ответить.|8/7|Пермь|Россия|NULL|1|197076286
 Затрудняюсь ответить.|29/9/1995|Персиановский|Россия|NULL|1|89235076
 Затрудняюсь ответить.|27/3|Петергоф|Россия|NULL|1|175753437
 Затрудняюсь ответить.|28/2|Петрозаводск|Россия|NULL|1|118566058
 Затрудняюсь ответить.|28/9/2000|Петрозаводск|Россия|NULL|1|213229099
 Затрудняюсь ответить.|30/8|Петрозаводск|Россия|NULL|1|14246288
 Затрудняюсь ответить.|5/10/1989|Петрозаводск|Россия|NULL|1|14226132
 Затрудняюсь ответить.|7/10|Протвино|Россия|NULL|1|180810501
 Затрудняюсь ответить.|5/7|Пушкино|Россия|NULL|1|221258020
 Затрудняюсь ответить.|3/7|Пятигорск|Россия|NULL|1|133056413
 Затрудняюсь ответить.|8/1|Реутов|Россия|NULL|1|165262641
 Затрудняюсь ответить.|24/2/1997|Родники|Россия|NULL|1|180400143
 Затрудняюсь ответить.|4/9|Ростов|Россия|NULL|1|68948603
 Затрудняюсь ответить.|13/4/1999|Ростов-на-Дону|Россия|NULL|1|156669242
 Затрудняюсь ответить.|2/9/1998|Ростов-на-Дону|Россия|NULL|1|326174699
 Затрудняюсь ответить.|27/7/2002|Ростов-на-Дону|Россия|NULL|1|293731725
 Затрудняюсь ответить.|4/5/1964|Ростов-на-Дону|Россия|NULL|1|194193484
 Затрудняюсь ответить.|NULL|Ростов-на-Дону|Россия|NULL|1|147359508
 Затрудняюсь ответить.|21/5|Рубцовск|Россия|NULL|1|192603947
 Затрудняюсь ответить.|12/1|Рузаевка|Россия|NULL|1|135963155
 Затрудняюсь ответить.|27/6/1994|Рязань|Россия|NULL|1|53907311
 Затрудняюсь ответить.|5/5/2001|Рязань|Россия|NULL|1|152805292
 Затрудняюсь ответить.|22/8|Самара|Россия|NULL|1|203060992
 Затрудняюсь ответить.|28/11|Самара|Россия|NULL|1|172722074
 Затрудняюсь ответить.|7/10/1981|Самара|Россия|NULL|1|2385264
 Затрудняюсь ответить.|10/1/1998|Санкт-Петербург|Россия|NULL|1|85552992
 Затрудняюсь ответить.|12/1/1995|Санкт-Петербург|Россия|NULL|1|29819717
 Затрудняюсь ответить.|13/11/1997|Санкт-Петербург|Россия|NULL|1|137738413
 Затрудняюсь ответить.|13/12|Санкт-Петербург|Россия|NULL|1|186627882
 Затрудняюсь ответить.|13/6|Санкт-Петербург|Россия|NULL|1|105727085
 Затрудняюсь ответить.|16/10/2000|Санкт-Петербург|Россия|NULL|1|176940549
 Затрудняюсь ответить.|16/12|Санкт-Петербург|Россия|NULL|1|333170468
 Затрудняюсь ответить.|17/3/1996|Санкт-Петербург|Россия|NULL|1|148551910
 Затрудняюсь ответить.|17/8/1994|Санкт-Петербург|Россия|NULL|1|2467053
 Затрудняюсь ответить.|2/2|Санкт-Петербург|Россия|NULL|1|89268968
 Затрудняюсь ответить.|20/9/1993|Санкт-Петербург|Россия|NULL|1|13359074
 Затрудняюсь ответить.|24/3|Санкт-Петербург|Россия|NULL|1|217902389
 Затрудняюсь ответить.|24/5|Санкт-Петербург|Россия|NULL|1|75524773
 Затрудняюсь ответить.|24/9|Санкт-Петербург|Россия|NULL|1|169883054
 Затрудняюсь ответить.|25/4/1991|Санкт-Петербург|Россия|NULL|1|3880032
 Затрудняюсь ответить.|26/1/1991|Санкт-Петербург|Россия|NULL|1|441320
 Затрудняюсь ответить.|27/10|Санкт-Петербург|Россия|NULL|1|63833844
 Затрудняюсь ответить.|28/1|Санкт-Петербург|Россия|NULL|1|19404403
 Затрудняюсь ответить.|3/11/1995|Санкт-Петербург|Россия|NULL|1|19243505
 Затрудняюсь ответить.|3/9/1997|Санкт-Петербург|Россия|NULL|1|12483049
 Затрудняюсь ответить.|31/8|Санкт-Петербург|Россия|NULL|1|175164984
 Затрудняюсь ответить.|4/7/2001|Санкт-Петербург|Россия|NULL|1|330846566
 Затрудняюсь ответить.|5/4|Санкт-Петербург|Россия|NULL|1|178732518
 Затрудняюсь ответить.|8/2|Санкт-Петербург|Россия|NULL|1|254908419
 Затрудняюсь ответить.|8/5/2000|Санкт-Петербург|Россия|NULL|1|67549039
 Затрудняюсь ответить.|NULL|Санкт-Петербург|Россия|NULL|1|341380100
 Затрудняюсь ответить.|15/8/1966|Саратов|Россия|NULL|1|153211557
 Затрудняюсь ответить.|16/5/1990|Саратов|Россия|NULL|1|218604214
 Затрудняюсь ответить.|21/9/1995|Саратов|Россия|NULL|1|97250567
 Затрудняюсь ответить.|22/9|Саратов|Россия|NULL|1|102775741
 Затрудняюсь ответить.|9/11/1993|Саратов|Россия|NULL|1|67125321
 Затрудняюсь ответить.|13/9/1996|Севастополь|Россия|NULL|1|16509444
 Затрудняюсь ответить.|17/7|Севастополь|Россия|NULL|1|278874962
 Затрудняюсь ответить.|5/10/2002|Севастополь|Россия|NULL|1|183428038
 Затрудняюсь ответить.|16/11|Сергиев Посад|Россия|NULL|1|190619402
 Затрудняюсь ответить.|2/3/1994|Серпухов|Россия|NULL|1|71177064
 Затрудняюсь ответить.|19/4|Симферополь|Россия|NULL|1|141646553
 Затрудняюсь ответить.|25/1|Симферополь|Россия|NULL|1|329949338
 Затрудняюсь ответить.|17/5/2000|Смоленск|Россия|NULL|1|172306402
 Затрудняюсь ответить.|11/6/1999|Сочи|Россия|NULL|1|283487532
 Затрудняюсь ответить.|15/11|Сочи|Россия|NULL|1|88952619
 Затрудняюсь ответить.|3/9|Сочи|Россия|NULL|1|173754431
 Затрудняюсь ответить.|30/12/1998|Сургут|Россия|NULL|1|135318366
 Затрудняюсь ответить.|9/3/2001|Сургут|Россия|NULL|1|140398761
 Затрудняюсь ответить.|NULL|Сургут|Россия|NULL|1|316219527
 Затрудняюсь ответить.|28/4/1992|Сызрань|Россия|NULL|1|35778932
 Затрудняюсь ответить.|5/9/1995|Сыктывкар|Россия|NULL|1|33682365
 Затрудняюсь ответить.|13/12|Таганрог|Россия|NULL|1|171060995
 Затрудняюсь ответить.|31/8/2001|Таганрог|Россия|NULL|1|298352997
 Затрудняюсь ответить.|17/8/1975|Тамбов|Россия|NULL|1|270142039
 Затрудняюсь ответить.|19/2|Тамбов|Россия|NULL|1|187871893
 Затрудняюсь ответить.|10/5|Тверь|Россия|NULL|1|157784041
 Затрудняюсь ответить.|6/10/1995|Тейково|Россия|NULL|1|44256679
 Затрудняюсь ответить.|10/1/1997|Тольятти|Россия|NULL|1|82052240
 Затрудняюсь ответить.|17/4|Тольятти|Россия|NULL|1|137095623
 Затрудняюсь ответить.|18/6|Тольятти|Россия|NULL|1|75111090
 Затрудняюсь ответить.|21/7|Тольятти|Россия|NULL|1|151632291
 Затрудняюсь ответить.|NULL|Тольятти|Россия|NULL|1|160944705
 Затрудняюсь ответить.|16/8|Томск|Россия|NULL|1|300084274
 Затрудняюсь ответить.|23/8/1988|Томск|Россия|NULL|1|34543198
 Затрудняюсь ответить.|5/9/1995|Томск|Россия|NULL|1|133908743
 Затрудняюсь ответить.|NULL|Томск|Россия|NULL|1|354740143
 Затрудняюсь ответить.|8/9/1993|Тула|Россия|NULL|1|130271225
 Затрудняюсь ответить.|10/5|Тюмень|Россия|NULL|1|179448266
 Затрудняюсь ответить.|11/4|Тюмень|Россия|NULL|1|3231852
 Затрудняюсь ответить.|14/11|Тюмень|Россия|NULL|1|46057430
 Затрудняюсь ответить.|20/10/1993|Тюмень|Россия|NULL|1|55057632
 Затрудняюсь ответить.|21/10/1996|Тюмень|Россия|NULL|1|145957613
 Затрудняюсь ответить.|31/8|Ульяновск|Россия|NULL|1|182395513
 Затрудняюсь ответить.|24/4|Уссурийск|Россия|NULL|1|150701876
 Затрудняюсь ответить.|13/12|Уфа|Россия|NULL|1|78355089
 Затрудняюсь ответить.|29/11/2000|Уфа|Россия|NULL|1|133727217
 Затрудняюсь ответить.|NULL|Уфа|Россия|NULL|1|259509295
 Затрудняюсь ответить.|20/9/2001|Ханты-Мансийск|Россия|NULL|1|304981341
 Затрудняюсь ответить.|6/6|Ханты-Мансийск|Россия|NULL|1|232871284
 Затрудняюсь ответить.|30/10|Чебоксары|Россия|NULL|1|153016565
 Затрудняюсь ответить.|/1993|Челябинск|Россия|NULL|1|211373522
 Затрудняюсь ответить.|12/3/2001|Челябинск|Россия|NULL|1|131004929
